molecule_chembl_id,canonical_smiles,standard_value
CHEMBL2414857,O=C(N/N=C/c1ccccc1O)Nc1ccncc1,245800.0
CHEMBL2414856,O=C(N/N=C/c1ccccc1)Nc1ccncc1,845200.0
CHEMBL2414864,NNC(=O)Nc1ccncc1,1000000.0
CHEMBL2414863,NC(=O)Nc1ccncc1,1000000.0
CHEMBL2419690,N#Cc1cc(C#N)c(NC2CCN(Cc3ccccc3)CC2)nc1NC1CCN(Cc2ccccc2)CC1,10000.0
CHEMBL2419689,N#Cc1c(NCCC2CCN(Cc3ccccc3)CC2)nc(NCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,10000.0
CHEMBL2419688,N#Cc1cc(C#N)c(NCCCCC2CCN(Cc3ccccc3)CC2)nc1Cl,8130.0
CHEMBL2419687,N#Cc1cc(C#N)c(NCCCC2CCN(Cc3ccccc3)CC2)nc1Cl,8390.0
CHEMBL2419686,N#Cc1cc(C#N)c(NCCC2CCN(Cc3ccccc3)CC2)nc1Cl,470.0
CHEMBL2419685,N#Cc1cc(C#N)c(NC2CCN(Cc3ccccc3)CC2)nc1Cl,10000.0
CHEMBL2419684,N#Cc1c(Cl)nc(NCCCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,5620.0
CHEMBL2419683,N#Cc1c(Cl)nc(NCCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,9410.0
CHEMBL2419682,N#Cc1c(Cl)nc(NCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,10000.0
CHEMBL2419681,N#Cc1c(Cl)nc(NC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,10000.0
CHEMBL2425416,N#Cc1ccc(NC(=S)NNC=C2C(=O)NC(=O)NC2=O)cc1,231610.0
CHEMBL2425415,COc1ccc(NC(=S)NNC=C2C(=O)NC(=S)NC2=O)cc1,56810.0
CHEMBL2425414,O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccc(C(F)(F)F)cc1,8110.0
CHEMBL2425413,O=C1NC(=O)C(=CNNC(=S)Nc2cccc(C(F)(F)F)c2)C(=O)N1,136910.0
CHEMBL2425412,O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccc(Br)cc1,68410.0
CHEMBL2425411,Cc1cccc(Cl)c1NC(=S)NNC=C1C(=O)NC(=O)NC1=O,8810.0
CHEMBL2425410,O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccc(Cl)cc1,75410.0
CHEMBL2425409,O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccc(F)cc1,57810.0
CHEMBL2425408,O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccccc1,57110.0
CHEMBL2425407,O=C(NNC=C1C(=O)NC(=S)NC1=O)Nc1ccccc1,3310.0
CHEMBL2425406,O=C1NC(=O)C(=CNNC(=O)Nc2ccccc2)C(=O)N1,38510.0
CHEMBL2425418,NC(=S)NNC=C1C(=O)NC(=O)NC1=O,56510.0
CHEMBL2425417,CC(=O)NC=C1C(=O)NC(=O)NC1=O,116610.0
CHEMBL3087683,CC(C(=O)NCCCNCCCNC1=CC(=O)c2ccccc2C1=O)c1ccc(-c2ccccc2)c(F)c1,16400.0
CHEMBL3087682,CC(C(=O)NCCCNC1=CC(=O)C(NCCCNC(=O)C(C)c2ccc(-c3ccccc3)c(F)c2)=CC1=O)c1ccc(-c2ccccc2)c(F)c1,116000.0
CHEMBL3087681,CC(C(=O)NCCCCCCNC1=CC(=O)C(NCCCCCCNC(=O)C(C)c2ccc(-c3ccccc3)c(F)c2)=CC1=O)c1ccc(-c2ccccc2)c(F)c1,20000.0
CHEMBL3087680,C[C@H](C(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)[C@@H](C)c2ccc(-c3ccccc3)c(F)c2)=CC1=O)c1ccc(-c2ccccc2)c(F)c1,7770.0
CHEMBL3087679,C[C@@H](C(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)[C@H](C)c2ccc(-c3ccccc3)c(F)c2)=CC1=O)c1ccc(-c2ccccc2)c(F)c1,9980.0
CHEMBL3087677,COc1ccc2c(c1)c(CC(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)Cc3c(C)n(C(=O)c4ccc(Cl)cc4)c4ccc(OC)cc34)=CC1=O)c(C)n2C(=O)c1ccc(Cl)cc1,18700.0
CHEMBL3087676,O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)Cc2ccccc2Nc2c(Cl)cccc2Cl)=CC1=O,360.0
CHEMBL3087675,CC1=C(CC(=O)NCCCNCCCNC2=CC(=O)C(NCCCNCCCNC(=O)CC3=C(C)/C(=C\c4ccc([S+](C)[O-])cc4)c4ccc(F)cc43)=CC2=O)c2cc(F)ccc2/C1=C/c1ccc([S+](C)[O-])cc1,14700.0
CHEMBL3087674,CC(C)Cc1ccc(C(C)C(=O)NCCCNCCCNC2=CC(=O)C(NCCCNCCCNC(=O)C(C)c3ccc(CC(C)C)cc3)=CC2=O)cc1,22500.0
CHEMBL3093804,[Br-].[Br-].c1cc[n+](CCCCCCCCCCCC[n+]2cccc3ccccc32)cc1,680.0
CHEMBL3093803,[Br-].[Br-].c1cc[n+](CCCCCCCCCCC[n+]2cccc3ccccc32)cc1,900.0
CHEMBL3093802,[Br-].[Br-].c1cc[n+](CCCCCCCCCC[n+]2cccc3ccccc32)cc1,3200.0
CHEMBL3093801,[Br-].[Br-].c1cc[n+](CCCCCCCCC[n+]2cccc3ccccc32)cc1,1700.0
CHEMBL3093800,[Br-].[Br-].c1cc[n+](CCCCCCCC[n+]2cccc3ccccc32)cc1,2000.0
CHEMBL3093799,[Br-].[Br-].c1cc[n+](CCCCCCC[n+]2cccc3ccccc32)cc1,2200.0
CHEMBL3093798,[Br-].[Br-].c1cc[n+](CCCCCCCCCCC[n+]2ccc3ccccc3c2)cc1,700.0
CHEMBL3093797,[Br-].[Br-].c1cc[n+](CCCCCCCCCC[n+]2ccc3ccccc3c2)cc1,370.0
CHEMBL3093796,[Br-].[Br-].c1cc[n+](CCCCCCCCC[n+]2ccc3ccccc3c2)cc1,350.0
CHEMBL3093795,[Br-].[Br-].c1cc[n+](CCCCCCCC[n+]2ccc3ccccc3c2)cc1,7700.0
CHEMBL3093794,[Br-].[Br-].c1cc[n+](CCCCCCC[n+]2ccc3ccccc3c2)cc1,1000.0
CHEMBL3116301,Brc1ccc2c(c1)c(OCc1ccc3ccccc3c1)nn2CCN1CCCCC1,190.0
CHEMBL3116300,Nc1ccc2c(c1)c(OCc1ccc3ccccc3c1)nn2CCN1CCCCC1,1780.0
CHEMBL3116299,Nc1ccc2c(c1)c(OCc1cccc3ccccc13)nn2CCN1CCCC1,3000.0
CHEMBL3116298,Nc1ccc2c(c1)c(OCc1ccccc1)nn2Cc1ccccc1,10000.0
CHEMBL3116297,O=[N+]([O-])c1ccc2c(c1)c(OCc1ccc3ccccc3c1)nn2Cc1ccc2ccccc2c1,10000.0
CHEMBL3116296,O=[N+]([O-])c1ccc2c(c1)c(OCc1ccc3ccccc3c1)nn2Cc1ccccc1,10000.0
CHEMBL3116295,O=[N+]([O-])c1ccc2c(c1)c(OCc1ccc3ccccc3c1)nn2CCN1CCOCC1,10000.0
CHEMBL3116294,O=[N+]([O-])c1ccc2c(c1)c(OCc1ccc3ccccc3c1)nn2CCN1CCCCC1,3600.0
CHEMBL3116293,CCCCCn1nc(OCc2ccc3ccccc3c2)c2cc([N+](=O)[O-])ccc21,10000.0
CHEMBL3116292,O=[N+]([O-])c1ccc2c(c1)c(OCc1cccc3ccccc13)nn2Cc1cccc2ccccc12,10000.0
CHEMBL3116291,O=[N+]([O-])c1ccc2c(c1)c(OCc1cccc3ccccc13)nn2CCN1CCCC1,4500.0
CHEMBL3116290,COc1ccc(COc2nn(CCN(C(C)C)C(C)C)c3ccc([N+](=O)[O-])cc23)cc1,100000.0
CHEMBL3116289,CCCCCn1nc(OCc2ccc(OC)cc2)c2cc([N+](=O)[O-])ccc21,10000.0
CHEMBL1973869,O=[N+]([O-])c1ccc2c(c1)c(OCc1ccccc1)nn2Cc1ccccc1,10000.0
CHEMBL3116288,O=[N+]([O-])c1ccc2c(c1)c(OCC1CCCCC1)nn2Cc1ccccc1,10000.0
CHEMBL3116287,CCCCCOc1nn(CCCCC)c2ccc([N+](=O)[O-])cc12,10000.0
CHEMBL3116286,c1ccc2cc(COc3nn(CCN4CCCCC4)c4ccccc34)ccc2c1,970.0
CHEMBL3116285,c1ccc2c(COc3nn(Cc4cccc5ccccc45)c4ccccc34)cccc2c1,10000.0
CHEMBL3116284,c1ccc2c(COc3nn(CCN4CCCCC4)c4ccccc34)cccc2c1,810.0
CHEMBL3116283,c1ccc2c(COc3nn(CCN4CCCC4)c4ccccc34)cccc2c1,2830.0
CHEMBL3116282,CC(C)N(CCn1nc(OCc2cccc3ccccc23)c2ccccc21)C(C)C,100.0
CHEMBL3116281,COc1ccc(COc2nn(Cc3ccc(OC)cc3)c3ccccc23)cc1,10000.0
CHEMBL3116280,COc1ccc(COc2nn(CCN(C(C)C)C(C)C)c3ccccc23)cc1,4800.0
CHEMBL3116279,c1ccc(COc2nn(Cc3ccccc3)c3ccccc23)cc1,25000.0
CHEMBL3116278,c1ccc2c(c1)c(OCC1CCCCC1)nn2CC1CCCCC1,10000.0
CHEMBL3122169,CCNCc1ccc2nc(-c3cccnc3)c3c(c2c1)NCCC3,2590.0
CHEMBL3122168,CCNCc1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3,1370.0
CHEMBL3122167,CCNC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3,920.0
CHEMBL464275,COc1ccc2c(c1)[nH]c1c(CC=C(C)C)c(O)c(C=O)cc12,100000.0
CHEMBL1689799,CC(C)=CCc1c(O)c(C=O)cc2c1[nH]c1ccccc12,100000.0
CHEMBL3127383,COc1ccc2c(c1)[nH]c1c(CC=C(C)C)c(O)c(/C=N/CCCNc3c4c(nc5ccccc35)CCCC4)cc12,64320.0
CHEMBL3127382,CC(C)=CCc1c(O)c(/C=N/CCCCCNc2c3c(nc4ccccc24)CCCC3)cc2c1[nH]c1ccccc12,19370.0
CHEMBL3127381,COc1ccc2c(c1)[nH]c1c(CC=C(C)C)c(O)c(/C=N/CCCCCNc3c4c(nc5ccccc35)CCCC4)cc12,52140.0
CHEMBL3220801,C[C@@]12CC[C@H]3[C@]4(C)CCC[C@@](C)(C(=O)OCC[N+](C)(C)C)[C@H]4CC[C@]3(CC1=O)C2.[I-],30000.0
CHEMBL3220802,C[C@@]12CC[C@H]3[C@]4(C)CCC[C@@](C)(C(=O)OCC[N+](C)(C)Cc5ccccc5)[C@H]4CC[C@]3(CC1=O)C2.[Br-],6700.0
CHEMBL3220803,C[C@@]12CC[C@H]3[C@]4(C)CCC[C@@](C)(C(=O)OCC[N+](C)(C)CCCCCCCCCC[N+](C)(C)CCOC(=O)[C@]5(C)CCC[C@]6(C)[C@@H]5CC[C@@]57CC(=O)[C@@](C)(CC[C@@H]65)C7)[C@H]4CC[C@]3(CC1=O)C2.[Br-].[Br-],65000.0
CHEMBL3220804,C[C@@]12CC[C@H]3[C@]4(C)CCC[C@@](C)(C(=O)OCC[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)CCOC(=O)[C@]5(C)CCC[C@]6(C)[C@@H]5CC[C@@]57CC(=O)[C@@](C)(CC[C@@H]65)C7)[C@H]4CC[C@]3(CC1=O)C2.[Br-].[Br-],10000.0
CHEMBL3220805,C[C@@]12CC[C@H]3[C@]4(C)CCC[C@@]5(C)C(=O)OCC[N+](C)(C)CCCCCCCCC[N+](C)(C)CCOC(=O)[C@]6(C)CCC[C@]7(C)[C@@H]6CC[C@@]68C[C@@H](OC(=O)CCCCCCCCC(=O)O[C@@H]1C[C@@]3(CC[C@@H]45)C2)[C@@](C)(CC[C@@H]76)C8.[Br-].[Br-],60000.0
CHEMBL3220806,CC[N+](CC)(CC)CCOCCOCCOC(=O)[C@]1(C)CCC[C@]2(C)[C@@H]1CC[C@@]13CC(=O)[C@@](C)(CC[C@@H]21)C3.[Br-],1000000.0
CHEMBL3220807,C[C@H]1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)OCC[N+](C)(C)C)[C@@H]2CC[C@]1(Cl)C3.[I-],4200.0
CHEMBL3220808,C[C@H]1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)OCC[N+](C)(C)Cc4ccccc4)[C@@H]2CC[C@]1(Cl)C3.[Br-],1600.0
CHEMBL571510,Nn1c(S)nnc1-c1ccncc1,49580.0
CHEMBL3237531,Fc1cc(Cl)ccc1-c1nn2c(-c3ccncc3)nnc2s1,9570.0
CHEMBL3237533,c1coc(-c2nn3c(-c4ccncc4)nnc3s2)c1,61550.0
CHEMBL3237534,c1cc(-c2nnc3sc(-c4ccoc4)nn23)ccn1,36200.0
CHEMBL3237537,CCOc1ccc(Cc2nn3c(-c4ccncc4)nnc3s2)cc1,32100.0
CHEMBL3237538,Oc1ccccc1OCc1nn2c(-c3ccncc3)nnc2s1,18010.0
CHEMBL3237539,Oc1ccc(OCc2nn3c(-c4ccncc4)nnc3s2)cc1,39150.0
CHEMBL3237540,Cc1ccccc1OCc1nn2c(-c3ccncc3)nnc2s1,51340.0
CHEMBL3237541,COc1ccc(OCc2nn3c(-c4ccncc4)nnc3s2)cc1,37920.0
CHEMBL3237542,Fc1ccc(OCc2nn3c(-c4ccncc4)nnc3s2)cc1,54090.0
CHEMBL3237778,Clc1cccc(C2=Nn3c(nnc3-c3ccncc3)SC2)c1,39410.0
CHEMBL3237780,Cc1ccc(C2=Nn3c(nnc3-c3ccncc3)SC2)cc1,26070.0
CHEMBL3237781,c1ccc(-c2ccc(C3=Nn4c(nnc4-c4ccncc4)SC3)cc2)cc1,42600.0
CHEMBL3237782,c1ccc2c(C3=Nn4c(nnc4-c4ccncc4)SC3)cccc2c1,52760.0
CHEMBL3237783,O=[N+]([O-])c1cccc(C2=Nn3c(nnc3-c3ccncc3)SC2)c1,16600.0
CHEMBL3237784,Clc1ccc(C2=Nn3c(nnc3-c3ccncc3)SC2)cc1Cl,12200.0
CHEMBL278020,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,26100.0
CHEMBL1094079,COc1cc(NC(=O)/C=C/c2cccc(OCc3ccccc3)c2)cc(OC)c1OC,3930.0
CHEMBL3235783,COc1cc(NC(=O)/C=C/c2ccc(NOC(C)=O)cc2)cc(OC)c1OC,3850.0
CHEMBL3236082,COc1cc(NC(=O)/C=C/c2cccc(OC(C)=O)c2)cc(OC)c1OC,1250.0
CHEMBL3236092,COc1cccc(/C=C/C(=O)Nc2cc(OC)c(OC)c(OC)c2)c1O,5190.0
CHEMBL3236093,COc1ccc(/C=C/C(=O)Nc2cc(OC)c(OC)c(OC)c2)cc1O,7650.0
CHEMBL3236097,COc1cc(NC(=O)/C=C/c2c(F)cccc2Cl)cc(OC)c1OC,1320.0
CHEMBL3233826,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl,950.0
CHEMBL3233827,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl,1070.0
CHEMBL3233828,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl,1460.0
CHEMBL3233829,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl,350.0
CHEMBL3233830,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl,620.0
CHEMBL3233831,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3[C@@H](C1)C2.Cl,265.0
CHEMBL3233832,CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3[C@H](C1)C2.Cl,513.0
CHEMBL3234038,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl,1100.0
CHEMBL3234039,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl,645.0
CHEMBL3234040,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCc4ccc(CNC(=O)c5cc(O)c6c(c5)C(=O)c5cccc(O)c5C6=O)cc4)c3C(C1)C2.Cl,510.0
CHEMBL418068,O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,17000.0
CHEMBL2011499,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(N)c3[C@@H](C1)C2.Cl,170.0
CHEMBL2007996,CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(N)c3[C@H](C1)C2,222.0
CHEMBL3262658,CCN(CC)CCCCCCOc1ccc(CC2NCCc3cc(OC)c(OC)cc32)cc1,16700.0
CHEMBL3262661,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN(C)C)cc1)NCC2,3430.0
CHEMBL3262662,CCCN(CCC)CCCCCCOc1ccc(CC2NCCc3cc(OC)c(OC)cc32)cc1,11170.0
CHEMBL3262663,CCCCN(CCCC)CCCCCCOc1ccc(CC2NCCc3cc(OC)c(OC)cc32)cc1,6020.0
CHEMBL3262664,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCCC3C)cc1)NCC2,6420.0
CHEMBL3262665,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCCCC3C)cc1)NCC2,5830.0
CHEMBL3262666,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCCCC3)cc1)NCC2,3250.0
CHEMBL3262667,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCCC3)cc1)NCC2,2270.0
CHEMBL3262668,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCC(O)CC3)cc1)NCC2,23730.0
CHEMBL3262669,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCOCC3)cc1)NCC2,10590.0
CHEMBL3262670,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCC(O)(Cc4ccccc4)CC3)cc1)NCC2,15900.0
CHEMBL3262671,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCN(c4ccccc4)CC3)cc1)NCC2,12900.0
CHEMBL3262672,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCN(Cc4ccccc4)CC3)cc1)NCC2,21710.0
CHEMBL3262673,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCC(c4ccccc4)CC3)cc1)NCC2,9290.0
CHEMBL510363,COc1cc2c(cc1OC)C(Cc1ccc(O)cc1)NCC2,46770.0
CHEMBL3260200,Oc1ccc(C2=Nc3ccccc3SC(c3cccs3)C2)cc1,3970.0
CHEMBL3260201,Oc1ccc(C2=Nc3ccccc3SC(c3cccc(O)c3)C2)cc1,4700.0
CHEMBL3260553,c1ccc(C2=Nc3ccccc3SC(c3cccs3)C2)cc1,9100.0
CHEMBL2237295,Oc1ccccc1C1=Nc2ccccc2SC(c2ccc(F)cc2)C1,14000.0
CHEMBL2237298,Cc1ccc(C2CC(c3ccccc3O)=Nc3ccccc3S2)cc1,14000.0
CHEMBL3260554,Cc1ccc(C2CC(c3cccc(O)c3)=Nc3ccccc3S2)c(C)c1,19700.0
CHEMBL2236848,Nc1ccc(C(=O)/C=C/c2ccccc2Br)cc1,26000.0
CHEMBL104732,COc1ccccc1/C=C/C(=O)c1ccccc1,27000.0
CHEMBL318170,COc1cccc(/C=C/C(=O)c2ccccc2)c1,32000.0
CHEMBL3260177,Clc1ccccc1-n1cc(-c2ccccc2)nn1,41300.0
CHEMBL105496,COc1ccc(/C=C/C(=O)c2ccccc2)cc1,42000.0
CHEMBL3260180,N#Cc1cc([N+](=O)[O-])ccc1-n1cc(C2(O)CCCCC2)nn1,42400.0
CHEMBL3260182,CCCCCCCCc1ccc(-n2cc(C3(O)CCCCC3)nn2)cc1,43600.0
CHEMBL3260555,O=[N+]([O-])c1ccc(C2CC(c3ccccc3O)=Nc3ccccc3S2)cc1,57000.0
CHEMBL2237293,Oc1ccccc1C1=Nc2ccccc2SC(c2ccccc2)C1,62000.0
CHEMBL3260186,Cc1ccc(-n2cc(C3(O)CCCCC3)nn2)c(Cl)c1,65500.0
CHEMBL3260190,COc1cccc(-n2cc(C3(O)CCCCC3)nn2)c1,83300.0
CHEMBL7976,O=C(/C=C/c1ccccc1)c1ccccc1,87000.0
CHEMBL147067,O=C(/C=C/c1ccccc1O)c1ccccc1,105000.0
CHEMBL469166,COc1ccc(/C=C/C(=O)c2ccc(N)cc2)cc1,119000.0
CHEMBL3260181,O=C(On1cc(C2(O)CCCCC2)nn1)c1ccccc1,248000.0
CHEMBL1346776,O=[N+]([O-])c1ccc(-n2cc(-c3ccccc3)nn2)cc1,250000.0
CHEMBL3260183,OC1(c2cn(-c3ccc(Cl)cc3)nn2)CCCCC1,294000.0
CHEMBL3260192,CC(=O)c1ccccc1-n1cc(-c2ccccc2)nn1,295000.0
CHEMBL3260189,OC1(c2cn(-c3ccc(Br)cc3)nn2)CCCCC1,297600.0
CHEMBL3260193,O=[N+]([O-])c1ccccc1-n1cc(C2(O)CCCCC2)nn1,333300.0
CHEMBL3260194,COC(=O)Cn1cc(C2(O)CCCCC2)nn1,362300.0
CHEMBL3260178,Brc1ccc(-n2cc(-c3ccccc3)nn2)cc1,375300.0
CHEMBL3260195,OC1(c2cn(-c3ccncc3)nn2)CCCCC1,384600.0
CHEMBL3260185,O=[N+]([O-])c1ccc(-n2cc(C3(O)CCCCC3)nn2)cc1,409000.0
CHEMBL3260175,OC1(c2cn(-c3ccccc3Cl)nn2)CCCCC1,430000.0
CHEMBL3260198,CC(=O)c1ccc(-n2cc(C3(O)CCCCC3)nn2)cc1,450300.0
CHEMBL3260191,CC(=O)c1cccc(-n2cc(-c3ccccc3)nn2)c1,451000.0
CHEMBL3260187,CC(=O)c1cccc(-n2cc(C3(O)CCCCC3)nn2)c1,452000.0
CHEMBL3260197,CCCCCCCCCCCCCCCCn1cc(-c2ccccc2)nn1,454500.0
CHEMBL3260179,O=[N+]([O-])c1cccc(-n2cc(-c3ccccc3)nn2)c1,499000.0
CHEMBL3260174,CCCCCCCCCCCCCCCCn1cc(C2(O)CCCCC2)nn1,500000.0
CHEMBL3260188,OC1(c2cn(-c3cccc(Cl)c3)nn2)CCCCC1,512000.0
CHEMBL3260196,Clc1ccc(-n2cc(-c3ccccc3)nn2)cc1,555500.0
CHEMBL3260184,COC(=O)Cc1ccc(-n2cc(C3(O)CCCCC3)nn2)cc1,568000.0
CHEMBL3260176,O=[N+]([O-])c1cccc(-n2cc(C3(O)CCCCC3)nn2)c1,585000.0
CHEMBL3260556,CCSc1ccccc1-c1cnc(-c2ccsc2)[nH]1,100.0
CHEMBL150755,O=C(/C=C/c1ccccc1O)c1ccccc1O,13000.0
CHEMBL106771,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccccc1,32000.0
CHEMBL32147,O=C(/C=C/c1ccccc1)c1ccccc1O,84000.0
CHEMBL3277217,CCCCCCCCCCN1CCCC(C(N)=O)C1,61659.5
CHEMBL3277218,CCCCCCCCCCN1CCCC(C(=O)NC)C1,34673.69
CHEMBL3277219,CCCCCCCCCCN1CCCC(C(=O)NCC)C1,13803.84
CHEMBL3277220,CCCCCCCCCCN1CCCC(C(=O)N(C)C)C1,21877.62
CHEMBL3277221,CCCCCCCCCCN1CCCC(C(=O)N(C)CC)C1,9772.37
CHEMBL1192141,CCCCCCCCCCN1CCCC(C(=O)N(CC)CC)C1,5248.07
CHEMBL3277222,CCCCCCCCCCN1CCCC(C(=O)N(CCC)CCC)C1,1047.13
CHEMBL3289924,CCOC(OCC)c1ccc(/C=C2\CCC/C(=C\c3ccc(C(OCC)OCC)cc3)C2=O)cc1,43660.0
CHEMBL3289925,CCOC(OCC)c1ccc(/C=C2\COC/C(=C\c3ccc(C(OCC)OCC)cc3)C2=O)cc1,38530.0
CHEMBL3289926,CCOC(OCC)c1ccc(/C=C2\CNC/C(=C\c3ccc(C(OCC)OCC)cc3)C2=O)cc1,12340.0
CHEMBL3289927,CCOC(OCC)c1ccc(/C=C2\CN(C)C/C(=C\c3ccc(C(OCC)OCC)cc3)C2=O)cc1,100000.0
CHEMBL3289928,CCOC(OCC)c1ccc(/C=C2\CN(Cc3ccccc3)C/C(=C\c3ccc(C(OCC)OCC)cc3)C2=O)cc1,65270.0
CHEMBL3289929,CCOC(OCC)c1ccc(/C=C/C(=O)/C=C/c2ccc(C(OCC)OCC)cc2)cc1,88930.0
CHEMBL3289930,CCOC(OCC)c1ccc(/C=C2\CC/C(=C\c3ccc(C(OCC)OCC)cc3)C2=O)cc1,14660.0
CHEMBL3289931,CCOC(OCC)c1ccc(/C=C2\Cc3ccccc3C2=O)cc1,100000.0
CHEMBL3289932,CCOC(OCC)c1ccc(/C=C2\CCc3ccccc3C2=O)cc1,100000.0
CHEMBL3289933,CCOC(OCC)c1ccc(/C=C/C(=O)C2CCc3ccccc3C2=O)cc1,100000.0
CHEMBL3289934,CN(C)c1ccc(/C=C2/CCC/C(=C\c3ccc(N(C)C)cc3[N+](=O)[O-])C2=O)c([N+](=O)[O-])c1,100000.0
CHEMBL3289935,CN(C)c1ccc(/C=C2/COC/C(=C\c3ccc(N(C)C)cc3[N+](=O)[O-])C2=O)c([N+](=O)[O-])c1,19740.0
CHEMBL3289936,CN(C)c1ccc(/C=C2/CNC/C(=C\c3ccc(N(C)C)cc3[N+](=O)[O-])C2=O)c([N+](=O)[O-])c1,22650.0
CHEMBL3289937,CN1C/C(=C/c2ccc(N(C)C)cc2[N+](=O)[O-])C(=O)/C(=C/c2ccc(N(C)C)cc2[N+](=O)[O-])C1,100000.0
CHEMBL3289938,CN(C)c1ccc(/C=C2/CN(Cc3ccccc3)C/C(=C\c3ccc(N(C)C)cc3[N+](=O)[O-])C2=O)c([N+](=O)[O-])c1,100000.0
CHEMBL3289939,CN(C)c1ccc(/C=C/C(=O)/C=C/c2ccc(N(C)C)cc2[N+](=O)[O-])c([N+](=O)[O-])c1,100000.0
CHEMBL3289940,CN(C)c1ccc(/C=C2\CC/C(=C\c3ccc(N(C)C)cc3[N+](=O)[O-])C2=O)c([N+](=O)[O-])c1,100000.0
CHEMBL3289941,CN(C)c1ccc(/C=C2\Cc3ccccc3C2=O)c([N+](=O)[O-])c1,100000.0
CHEMBL3289942,CN(C)c1ccc(/C=C2\CCc3ccccc3C2=O)c([N+](=O)[O-])c1,100000.0
CHEMBL3289943,CN(C)c1ccc(/C=C/C(=O)C2CCc3ccccc3C2=O)cc1,100000.0
CHEMBL3290187,O=C1/C(=C\c2ccc(N3CCCC3)cc2)CCC/C1=C\c1ccc(N2CCCC2)cc1,100000.0
